X,f(X)
0.1,0.675415855967576
0.2,0.32998076578984514
0.30000000000000004,0.18466046490789498
0.4,0.10695657946771701
0.5,0.061205560043224846
0.6,0.033241851326919085
0.7,0.01620625905798915
0.7999999999999999,0.006343220675575631
0.8999999999999999,0.0014141510966333335
0.9999999999999999,NaN
1.0999999999999999,0.0011572283319462701
1.2,0.0042346482810481
1.3,0.008769001027404338
1.4000000000000001,0.014422387206636442
1.5000000000000002,0.020943443854886896
1.6000000000000003,0.028141225090783244
1.7000000000000004,0.035869066460163336
1.8000000000000005,0.04401295554372557
1.9000000000000006,0.05248232121468954
2.0000000000000004,0.06120585753085801
2.1000000000000005,0.07012550972541823
2.2000000000000006,0.07919501462472492
2.3000000000000007,0.08837680535074526
2.400000000000001,0.09763893384433894
2.500000000000001,0.10695670377393819
2.600000000000001,0.11630895741730875
2.700000000000001,0.12567824121253995
2.800000000000001,0.13505007264828162
2.9000000000000012,0.14441244797810324
3.0000000000000013,0.15375533266625446
3.1000000000000014,0.16307033729273177
3.2000000000000015,0.1723504241814505
3.3000000000000016,0.18159070223978352
3.4000000000000017,0.1907852478659727
3.5000000000000018,0.19993051697700812
3.600000000000002,0.20902323898573835
3.700000000000002,0.2180607328587114
3.800000000000002,0.22704081706085072
3.900000000000002,0.2359617338202267
4.000000000000002,0.24482301356685068
4.100000000000001,0.2536222208688304
4.200000000000001,0.26235914346260264
4.300000000000001,0.2710332240943758
4.4,0.27964410058282585
4.5,0.2881915774104304
4.6,0.2966756013415557
4.699999999999999,0.30509624045440303
4.799999999999999,0.3134545156581128
4.899999999999999,0.32174930298895954
4.999999999999998,0.32998155846304267
5.099999999999998,0.3381516954767189
5.1999999999999975,0.34626018183471335
5.299999999999997,0.3543075310142019
5.399999999999997,0.36229429457331547
5.4999999999999964,0.3702218233073475
5.599999999999996,0.3780893088409832
5.699999999999996,0.3858980952288195
5.799999999999995,0.393648830504695
5.899999999999995,0.40134217781237747
5.999999999999995,0.40897881177111256
6.099999999999994,0.41655941534169705
6.199999999999994,0.4240846771254955
6.299999999999994,0.43155588684769575
6.399999999999993,0.4389723034875237
6.499999999999993,0.44633554076641985
6.5999999999999925,0.45364626412566783
6.699999999999992,0.4609051420342804
6.799999999999992,0.4681128438226868
6.8999999999999915,0.4752700377969274
6.999999999999991,0.4823773896024455
7.099999999999991,0.48943556080987
7.19999999999999,0.4964459373836956
7.29999999999999,0.5034070554582329
7.39999999999999,0.5103215209438019
7.499999999999989,0.5171893234704446
7.599999999999989,0.524010478137553
7.699999999999989,0.5307880579363962
7.799999999999988,0.5375199314187098
7.899999999999988,0.5442076564425816
7.999999999999988,0.5508518205494516
8.099999999999987,0.5574530009601957
8.199999999999987,0.5640117644380821
8.299999999999986,0.5705286672025844
8.399999999999986,0.5770042548877103
8.499999999999986,0.5834390625391817
8.599999999999985,0.5898336146454121
8.699999999999985,0.5961884251977861
8.799999999999985,0.6025051122809955
8.899999999999984,0.6087823555229211
8.999999999999984,0.6150214465855434
9.099999999999984,0.6212228766466663
9.199999999999983,0.6273871283138054
9.299999999999983,0.6335146757342732
9.399999999999983,0.639605984709391
9.499999999999982,0.64566151281209
9.599999999999982,0.6516817095072662
9.699999999999982,0.6576670162743197
9.799999999999981,0.663617866731379
9.89999999999998,0.6695346867607731
9.99999999999998,0.6754178946353558
